controller,model_seed,test_seed,horizon_hours,scenario_hours,event_count,override_events,episode_wall_time_s,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,total_cost_eur,normalized_cost_eur_per_720h,captured_t,stored_t,vented_t,normalized_vented_t_per_720h,storage_rate,unit_cost_eur_per_captured_t
fixed_assignment,,9000057,8760,8928,,,181.6096241879277,38067679.59255775,238534.31804719174,38306213.91060494,3148455.9378579403,1598955.6506583076,1320086.573141858,263189.1562454793,21631.985444833917,0.8255929878970464,23.95702088099432
fixed_assignment,,9000058,8760,8928,,,222.10360180819407,37553836.50427221,262841.34366020863,37816677.84793241,3108220.097090335,1599025.7521571955,1316657.852082018,258251.18446857837,21226.12475084206,0.8234125374814985,23.64982414880756
fixed_assignment,,9000059,8760,8928,,,223.3729714648798,37548163.04849104,312440.39982775133,37860603.44831879,3111830.420409763,1605845.1208933052,1332840.723992775,255593.99335972287,21007.725481621055,0.829993320433877,23.57674657146111
fixed_assignment,,9000060,8760,8928,,,202.1904827351682,36611950.94624146,302904.0689151143,36914855.015156575,3034097.6724786228,1569635.3788395326,1292783.2789551888,248970.2964789104,20463.3120393625,0.8236201199229932,23.518108417286424
greedy,,9000031,2160,8928,,,13.12404779996723,6418863.457253711,195339.0438249147,6614202.501078626,2204734.1670262087,372430.0660718813,331081.1888075554,24552.2418273781,8184.080609126034,0.888975458666795,17.759582546168666
greedy,,9000032,2160,8928,,,9.67936030169949,6366388.082605542,251898.24043677407,6618286.323042315,2206095.4410141055,399245.3761569624,359683.4160555939,20695.591056534347,6898.530352178116,0.9009081570782804,16.57698928600829
greedy,,9000033,2160,8928,,,10.957451665308326,8950204.683638508,156472.1782260331,9106676.86186454,3035558.9539548466,392631.14943336044,317301.7275458659,58322.53300323533,19440.844334411777,0.8081420131942949,23.193974484722276
greedy,,9000034,2160,8928,,,11.829922623001039,5894816.40913681,172158.35826699503,6066974.767403806,2022324.9224679351,386115.2785168188,358404.6629329956,13623.224518894283,4541.0748396314275,0.9282322738165976,15.712858581273503
greedy,,9000035,2160,8928,,,10.585600048769265,6883836.294776484,263513.11989270005,7147349.414669184,2382449.804889728,374399.2913007368,324115.4979683826,32060.280524581143,10686.760174860381,0.865694742215835,19.09017880305779
greedy,,9000036,2160,8928,,,12.92783828638494,7202464.001861094,302909.74255640764,7505373.744417502,2501791.248139167,396325.8342308667,340035.54759530484,33921.46421683776,11307.154738945921,0.8579696760247737,18.937382063379424
greedy,,9000037,2160,8928,,,6.340768589638174,6284740.384759266,207460.0327429087,6492200.417502174,2164066.805834058,385282.2620700704,356289.70311720576,20605.838362265207,6868.612787421735,0.9247498216058754,16.85050430980249
greedy,,9000038,2160,8928,,,12.981295007281005,7391314.459769716,217834.22377931236,7609148.683549028,2536382.894516343,393886.8201610175,340400.1481495508,37402.6905357951,12467.5635119317,0.8642080179539853,19.31810940116878
greedy,,9000039,2160,8928,,,13.911343960557133,6043179.016783881,168299.98120639732,6211478.9979902785,2070492.9993300927,386774.6349545641,359113.6684745652,17405.4809589724,5801.826986324133,0.9284829873002185,16.05968550321291
greedy,,9000040,2160,8928,,,11.867125753778964,6662217.896237198,324095.36572860635,6986313.261965805,2328771.0873219348,387992.79601956235,335682.82844082644,25945.6910509558,8648.563683651933,0.865177992696291,18.006296337557668
greedy,,9000041,2160,8928,,,13.289502396248281,7164585.557535565,351291.6741505662,7515877.231686132,2505292.410562044,393672.31944489584,332899.16876265133,33577.07732303616,11192.35910767872,0.8456250346279396,19.091708663398073
greedy,,9000042,2160,8928,,,12.033134173136204,7943792.296592999,247039.16447581307,8190831.461068813,2730277.1536896043,411684.1250348045,353447.87097403075,41625.50622034602,13875.16874011534,0.858541414352933,19.895912819996024
